file_name,network,station,instrument_type,station_lat,station_lon,station_elv,p_arrival_time,p_probability,s_arrival_time,s_probability,start_dt,end_dt
OBF0/HE.OBF0..HHN__20250105T045500Z__20250105T045600Z.mseed,HE,OBF0,0,0,0,0,2025-01-05 05:02:29.340000,0.9964201739273465,2025-01-05 05:02:29.340000,0.9964201739273465,2025-01-05 04:55:00,2025-01-05 04:56:00
OBF0/HE.OBF0..HHN__20250105T045500Z__20250105T045600Z.mseed,HE,OBF0,0,0,0,0,2025-01-05 05:02:33.190000,1.0,2025-01-05 05:02:33.190000,1.0,2025-01-05 04:55:00,2025-01-05 04:56:00
OBF0/HE.OBF0..HHN__20250105T045500Z__20250105T045600Z.mseed,HE,OBF0,0,0,0,0,2025-01-05 05:02:47.840000,0.6771192217575555,2025-01-05 05:02:47.840000,0.6771192217575555,2025-01-05 04:55:00,2025-01-05 04:56:00
OBF0/HE.OBF0..HHN__20250105T045500Z__20250105T045600Z.mseed,HE,OBF0,0,0,0,0,2025-01-05 05:04:04.540000,0.9309200223404439,2025-01-05 05:04:04.540000,0.9309200223404439,2025-01-05 04:55:00,2025-01-05 04:56:00
OBF0/HE.OBF0..HHN__20250105T045500Z__20250105T045600Z.mseed,HE,OBF0,0,0,0,0,2025-01-05 05:04:09.840000,1.0,2025-01-05 05:04:09.840000,1.0,2025-01-05 04:55:00,2025-01-05 04:56:00
OBF0/HE.OBF0..HHN__20250105T045500Z__20250105T045600Z.mseed,HE,OBF0,0,0,0,0,2025-01-05 05:04:30.340000,1.0,2025-01-05 05:04:30.340000,1.0,2025-01-05 04:55:00,2025-01-05 04:56:00
OBF0/HE.OBF0..HHN__20250105T045500Z__20250105T045600Z.mseed,HE,OBF0,0,0,0,0,2025-01-05 05:04:38.640000,1.0,2025-01-05 05:04:38.640000,1.0,2025-01-05 04:55:00,2025-01-05 04:56:00
OBF0/HE.OBF0..HHN__20250105T045500Z__20250105T045600Z.mseed,HE,OBF0,0,0,0,0,2025-01-05 05:05:00.940000,1.0,2025-01-05 05:05:01.140000,1.0,2025-01-05 04:55:00,2025-01-05 04:56:00
OBF0/HE.OBF0..HHN__20250105T045500Z__20250105T045600Z.mseed,HE,OBF0,0,0,0,0,2025-01-05 05:05:17.240000,1.0,2025-01-05 05:05:17.240000,1.0,2025-01-05 04:55:00,2025-01-05 04:56:00
OBF0/HE.OBF0..HHN__20250105T045500Z__20250105T045600Z.mseed,HE,OBF0,0,0,0,0,2025-01-05 05:05:52.640000,1.0,2025-01-05 05:05:52.640000,1.0,2025-01-05 04:55:00,2025-01-05 04:56:00
OBF0/HE.OBF0..HHN__20250105T045500Z__20250105T045600Z.mseed,HE,OBF0,0,0,0,0,2025-01-05 05:06:09.740000,0.6070568247951111,2025-01-05 05:06:09.740000,0.6070568247951111,2025-01-05 04:55:00,2025-01-05 04:56:00
OBF0/HE.OBF0..HHN__20250105T045500Z__20250105T045600Z.mseed,HE,OBF0,0,0,0,0,2025-01-05 05:06:41.490000,1.0,2025-01-05 05:06:41.490000,1.0,2025-01-05 04:55:00,2025-01-05 04:56:00
OBF0/HE.OBF0..HHN__20250105T045500Z__20250105T045600Z.mseed,HE,OBF0,0,0,0,0,2025-01-05 05:06:52.740000,1.0,2025-01-05 05:06:52.740000,1.0,2025-01-05 04:55:00,2025-01-05 04:56:00
OBF0/HE.OBF0..HHN__20250105T045500Z__20250105T045600Z.mseed,HE,OBF0,0,0,0,0,2025-01-05 05:07:07.340000,1.0,2025-01-05 05:07:07.340000,1.0,2025-01-05 04:55:00,2025-01-05 04:56:00
OUF/HE.OUF..HHN__20250105T045503Z__20250105T045603Z.mseed,HE,OUF,0,0,0,0,2025-01-05 04:55:10.270000,1.0,2025-01-05 04:55:10.370000,1.0,2025-01-05 04:55:03,2025-01-05 04:56:03
OUF/HE.OUF..HHN__20250105T045503Z__20250105T045603Z.mseed,HE,OUF,0,0,0,0,2025-01-05 04:55:32.850000,0.7083869277966589,2025-01-05 04:55:32.850000,0.7083869277966589,2025-01-05 04:55:03,2025-01-05 04:56:03
VAF/HE.VAF..HHN__20250105T045503Z__20250105T045603Z.mseed,HE,VAF,0,0,0,0,2025-01-05 04:55:09.410000,1.0,2025-01-05 04:55:10.060000,1.0,2025-01-05 04:55:03,2025-01-05 04:56:03
VAF/HE.VAF..HHN__20250105T045503Z__20250105T045603Z.mseed,HE,VAF,0,0,0,0,2025-01-05 04:55:30.680000,1.0,2025-01-05 04:55:30.660000,1.0,2025-01-05 04:55:03,2025-01-05 04:56:03
OBF3/HE.OBF3..HHN__20250105T045504Z__20250105T045604Z.mseed,HE,OBF3,0,0,0,0,2025-01-05 04:55:17.924000,1.0,2025-01-05 04:55:17.924000,1.0,2025-01-05 04:55:04,2025-01-05 04:56:04
OBF3/HE.OBF3..HHN__20250105T045504Z__20250105T045604Z.mseed,HE,OBF3,0,0,0,0,2025-01-05 04:55:32.204000,1.0,2025-01-05 04:55:32.204000,1.0,2025-01-05 04:55:04,2025-01-05 04:56:04
ALAJF/HE.ALAJF..HHN__20250105T045508Z__20250105T045608Z.mseed,HE,ALAJF,0,0,0,0,2025-01-05 04:55:23.420000,0.6682737968311805,2025-01-05 04:55:23.420000,0.6682737968311805,2025-01-05 04:55:08,2025-01-05 04:56:08
ALAJF/HE.ALAJF..HHN__20250105T045508Z__20250105T045608Z.mseed,HE,ALAJF,0,0,0,0,2025-01-05 04:56:26.700000,0.6412059477172491,2025-01-05 04:56:26.420000,0.523105914675223,2025-01-05 04:55:08,2025-01-05 04:56:08
TOF/HE.TOF..HHN__20250105T045539Z__20250105T045639Z.mseed,HE,TOF,0,0,0,0,2025-01-05 04:55:47.180000,0.9042538216232714,2025-01-05 04:55:45.480000,1.0,2025-01-05 04:55:39,2025-01-05 04:56:39
KLF/FN.KLF..HHN__20250105T161945Z__20250105T162045Z.mseed,FN,KLF,0,0,0,0,2025-01-05 16:19:51.350000,1.0,2025-01-05 16:19:51.350000,1.0,2025-01-05 16:19:45,2025-01-05 16:20:45
KLF/FN.KLF..HHN__20250105T161945Z__20250105T162045Z.mseed,FN,KLF,0,0,0,0,2025-01-05 16:20:01.300000,0.6533844964058775,2025-01-05 16:20:03.400000,1.0,2025-01-05 16:19:45,2025-01-05 16:20:45
KLF/FN.KLF..HHN__20250105T161945Z__20250105T162045Z.mseed,FN,KLF,0,0,0,0,2025-01-05 16:20:13.350000,0.5328132107714362,2025-01-05 16:20:13.650000,0.6526870222126758,2025-01-05 16:19:45,2025-01-05 16:20:45
KLF/FN.KLF..HHN__20250105T161945Z__20250105T162045Z.mseed,FN,KLF,0,0,0,0,2025-01-05 16:20:46.350000,1.0,2025-01-05 16:20:46.770000,1.0,2025-01-05 16:19:45,2025-01-05 16:20:45
HEF/HE.HEF..HHN__20250105T161947Z__20250105T162047Z.mseed,HE,HEF,0,0,0,0,2025-01-05 16:19:52.920000,1.0,2025-01-05 16:19:52.920000,1.0,2025-01-05 16:19:47,2025-01-05 16:20:47
HEF/HE.HEF..HHN__20250105T161947Z__20250105T162047Z.mseed,HE,HEF,0,0,0,0,2025-01-05 16:20:03.620000,1.0,2025-01-05 16:20:03.620000,1.0,2025-01-05 16:19:47,2025-01-05 16:20:47
HEF/HE.HEF..HHN__20250105T161947Z__20250105T162047Z.mseed,HE,HEF,0,0,0,0,2025-01-05 16:20:33.220000,1.0,2025-01-05 16:20:33.220000,1.0,2025-01-05 16:19:47,2025-01-05 16:20:47
RNF/FN.RNF..HHN__20250105T162002Z__20250105T162102Z.mseed,FN,RNF,0,0,0,0,2025-01-05 16:21:03.540000,1.0,2025-01-05 16:21:03.540000,1.0,2025-01-05 16:20:02,2025-01-05 16:21:02
RNF/FN.RNF..HHN__20250105T162002Z__20250105T162102Z.mseed,FN,RNF,0,0,0,0,2025-01-05 16:21:09.280000,1.0,2025-01-05 16:21:09.280000,1.0,2025-01-05 16:20:02,2025-01-05 16:21:02
RNF/FN.RNF..HHN__20250105T162002Z__20250105T162102Z.mseed,FN,RNF,0,0,0,0,2025-01-05 16:21:15.380000,1.0,2025-01-05 16:21:15.380000,1.0,2025-01-05 16:20:02,2025-01-05 16:21:02
SGF/FN.SGF..HHN__20250105T162020Z__20250105T162120Z.mseed,FN,SGF,0,0,0,0,2025-01-05 16:20:26.260000,1.0,2025-01-05 16:20:26.260000,1.0,2025-01-05 16:20:20,2025-01-05 16:21:20
SGF/FN.SGF..HHN__20250105T162020Z__20250105T162120Z.mseed,FN,SGF,0,0,0,0,2025-01-05 16:20:39.960000,1.0,2025-01-05 16:20:39.960000,1.0,2025-01-05 16:20:20,2025-01-05 16:21:20
SGF/FN.SGF..HHN__20250105T162020Z__20250105T162120Z.mseed,FN,SGF,0,0,0,0,2025-01-05 16:20:58.240000,0.544193225273296,2025-01-05 16:20:58.240000,0.544193225273296,2025-01-05 16:20:20,2025-01-05 16:21:20
VAF/HE.VAF..HHN__20250106T060337Z__20250106T060437Z.mseed,HE,VAF,0,0,0,0,2025-01-06 06:03:44.530000,1.0,2025-01-06 06:03:44.530000,1.0,2025-01-06 06:03:37,2025-01-06 06:04:37
VAF/HE.VAF..HHN__20250106T060337Z__20250106T060437Z.mseed,HE,VAF,0,0,0,0,2025-01-06 06:04:05.180000,1.0,2025-01-06 06:04:05.880000,0.5771718144865511,2025-01-06 06:03:37,2025-01-06 06:04:37
OBF0/HE.OBF0..HHN__20250106T060357Z__20250106T060457Z.mseed,HE,OBF0,0,0,0,0,2025-01-06 06:04:36.742000,0.7725865748999161,2025-01-06 06:04:36.742000,0.7725865748999161,2025-01-06 06:03:57,2025-01-06 06:04:57
OBF0/HE.OBF0..HHN__20250106T060357Z__20250106T060457Z.mseed,HE,OBF0,0,0,0,0,2025-01-06 06:06:26.192000,1.0,2025-01-06 06:06:28.712000,1.0,2025-01-06 06:03:57,2025-01-06 06:04:57
OBF0/HE.OBF0..HHN__20250106T060357Z__20250106T060457Z.mseed,HE,OBF0,0,0,0,0,2025-01-06 06:07:57.492000,0.8637542985331702,2025-01-06 06:07:57.492000,0.8637542985331702,2025-01-06 06:03:57,2025-01-06 06:04:57
OBF0/HE.OBF0..HHN__20250106T060357Z__20250106T060457Z.mseed,HE,OBF0,0,0,0,0,2025-01-06 06:08:57.542000,0.6040643400663158,2025-01-06 06:08:57.542000,0.6040643400663158,2025-01-06 06:03:57,2025-01-06 06:04:57
OBF0/HE.OBF0..HHN__20250106T060357Z__20250106T060457Z.mseed,HE,OBF0,0,0,0,0,2025-01-06 06:09:03.442000,1.0,2025-01-06 06:09:03.442000,1.0,2025-01-06 06:03:57,2025-01-06 06:04:57
